id,course_id,start,end,course_type,category,course_name,course_syllabus,course_keyword,course_category
5714,course-v1:swust_TsinghuaX+00691153_2015X+2016_T1,2016-05-01 09:00:00,2016-06-22 00:00:00,0,,不朽的藝術：走進大師與經典（2016春）,以歷史爲經線，中外比較爲緯線，以文化解讀爲主導，引導修課學生欣賞和理解中西藝術史發展中，最偉大的大藝術家及其不朽藝術傑作的美學特徵和文化精神意蘊。,"不朽的藝術：走進大師與經典（2016春）,隨堂模式,,",音樂
614,PEC/20220214X/2015_T1,2015-10-26 00:30:00,2015-10-28 00:00:00,0,,揚州大學_電路分析基礎(下),電無處不在。人類文明的進程，幾乎就是研究和利用電的過程。電路是用電爲人類服務的直接工具。電路原理這門課程教會你分析和設計電路的基本方法。,"揚州大學_電路分析基礎(下),隨堂模式,,",程式
9083,course-v1:TsinghuaX+01030132X+sp,2016-09-01 08:00:00,,1,history,大學歷史與文化（自主模式）,"相信你渴望上大學, 但你瞭解大學的前世今生嗎? 也許你正在讀大學, 但你深入思考過大學的意義嗎？ 甚至你讀過了大學，但你真正理解大學的價值嗎？--這門課程就是爲你開的！","大學歷史與文化（自主模式）,自主模式,清華大學,歷史",商管
7401,course-v1:ycxy_CAU+08110140_1x+2016_T2,2016-09-01 00:00:00,2016-12-01 00:00:00,0,,C程序設計案例教程（基礎）,C語言曾開發出UNIX操作系統等經典系統。隨着物聯網、智能終端等技術的發展，也用於開發應用程序，因其還具有硬件底層執行能力，並且易於使用，能夠持久豐富和發展。,"C程序設計案例教程（基礎）,隨堂模式,,",程式
10324,course-v1:EPFLx+FndBioImg2x+1T2017,2017-03-06 08:00:00,2018-02-21 08:00:00,0,,Fundamentals of Biomedical Imaging: Magnetic Resonance Imaging (MRI),"Learn about magnetic resonance, from the physical principles of Nuclear Magnetic Resonance (NMR) to the basic concepts of image reconstruction (MRI).","Fundamentals of Biomedical Imaging: Magnetic Resonance Imaging (MRI),隨堂模式,瑞士洛桑聯邦理工學院,",程式
1973,course-v1:MITx+15_390x+2015__T2,2015-07-09 00:00:00,2016-07-09 00:00:00,0,,創業101：你的客戶是誰？,你有個產品創意，但你知道誰會買它嗎？,"創業101：你的客戶是誰？,隨堂模式,麻省理工學院,",商管
2070,course-v1:TsinghuaX+00510663X+2015_T2,2015-10-12 12:00:00,2016-01-16 00:00:00,0,business,商學導論：10節課帶你走進商業世界,作爲管理學入門課，從行業、企業及個人層面，引導學生觀察、理解商業世界的基本邏輯，對企業管理有更深入的瞭解。,"商學導論：10節課帶你走進商業世界,隨堂模式,清華大學,經管·會計,創業",商管
557,TsinghuaX/10450034_1X/2015_T2,2015-11-02 08:00:00,2016-02-03 20:00:00,0,biology,普通生物學-細胞和分子（2015秋）,細胞是如何進行能量代謝的？光合作用如何進行？遺傳信息是如何傳遞的？蛋白質又是如何翻譯的？基因與疾病有什麼關聯？請加入我們吧！讓我們一起尋找答案。,"普通生物學-細胞和分子（2015秋）,隨堂模式,清華大學,生命科學",科學
12210,course-v1:CollegeOfEducation+052001+17181,2017-09-01 08:00:00,2018-01-22 20:00:00,0,,教育概論,,"教育概論,隨堂模式,,",程式
7691,course-v1:LouvainX+Louv9x+1T2017,2017-02-06 08:00:00,2018-02-06 08:00:00,0,,Les principes de la finance,S’équiper de la boite à outils du financier pour prendre des décisions judicieuses d’investissement ou d’épargne.,"Les principes de la finance,隨堂模式,魯汶大學,",商管
1815,course-v1:TsinghuaX+40040152X_tv+2015_T1,2015-03-06 08:00:00,,1,engineering,地質學與工程地質,地球是人類的家園。人類文明發展與利用和改造地球密不可分。本課程將介紹地質學基本知識及工程地質分析原理和方法，從而在大規模工程建設中更好地利用和保護好地球!,"地質學與工程地質,自主模式,清華大學,工程",科學
2139,course-v1:edX+BlendedX+_2015_T2_,2015-07-15 00:00:00,2016-07-15 00:00:00,0,,混合式學習,我們不斷探索，以求將教育科技融入傳統課堂，力圖優化教學效果。,"混合式學習,隨堂模式,edX,",教育
7829,course-v1:JLU+291405+161711,2016-10-14 23:30:00,2017-03-12 23:30:00,0,,婦產科護理學_專(2016秋),婦產科護理學是研究女性一生中不同時期生殖系統生理和病理變化，對現存或潛在健康問題提供相應的身心護理措施的一門學科，是臨牀護理的主幹課程之一。該課程打破了以往教材中章節的束縛，以37個知識點構成6個篇章，內容涵蓋了妊娠期、分娩期、產褥期婦女的護理，婦科常見疾病和婦科腫瘤患者的護理，計劃生育婦女的護理等重要領域，不是面面俱到，但卻重點突出。這門課程根據學生特點，以通俗、易懂、多元的表現形式將課程內容呈現出來，淡化專科意識，簡化醫療知識，力求學習者在最短的時間內接受更多的專業知識。,"婦產科護理學_專(2016秋),隨堂模式,吉林大學,",運動
4728,course-v1:TsinghuaX+AP000003X+2016_T0,2016-01-23 08:00:00,2016-02-20 23:30:00,0,,（先修課廢棄可刪）概率論與數理統計（先修課）,“降雨概率”，“排隊等待時間”，“投資風險”等等，隨機現象在現代生活中無處不在。本課程將引導學生學習和理解定量描述隨機性的基本數學模型和理論方法。,"（先修課廢棄可刪）概率論與數理統計（先修課）,隨堂模式,清華大學,其他",科學
8367,course-v1:tjzd_TsinghuaX+THU00013X+2016_T2,2016-11-04 00:00:00,2017-02-28 00:00:00,0,,社會創新與創業,通過對社會創新領域專業與通識內容的廣泛學習、探索與實踐，全面多角度地瞭解和掌握社會創新的基本理論與方法。,"社會創新與創業,隨堂模式,,",商管
11384,course-v1:CQU+TSJYHG00062+2017_T1,2017-05-01 08:00:00,2020-05-01 00:00:00,0,,德語製造與創新（通識教育）,,"德語製造與創新（通識教育）,隨堂模式,重慶大學,",程式
4270,course-v1:TsinghuaX+00310222X+sp,2016-08-01 08:00:00,,1,physics,創客培養：趣味力學實驗與製作（自主模式）,《創客培養》將讓你成爲創客和科技達人 。,"創客培養：趣味力學實驗與製作（自主模式）,自主模式,清華大學,工程,物理",商管
8245,course-v1:UCSanDiegoX+LTM1x+3T2016,2016-11-01 08:00:00,2017-11-01 08:00:00,0,,"Minecraft, Coding and Teaching","Learn how to teach coding skills to your students by using Minecraft, one of the most popular games of all time.","Minecraft, Coding and Teaching,隨堂模式,美國加州大學聖地亞哥分校,",程式
7978,course-v1:hebut+2016_Tu4+2016_T1,2016-09-01 08:00:00,2017-01-10 18:00:00,0,,工程圖學IV,本課程是一門研究用正投影法繪製機械工程圖樣基本原理和方法的技術基礎課。其主要目的是培養學生投影能力和圖樣表達能力。,"工程圖學IV,隨堂模式,河北工業大學,",程式
10107,course-v1:RWTHx+MTI003x+3T2017,2017-09-13 08:00:00,2017-10-25 08:00:00,0,,Innovation & Creativity Management,Learn how to drive innovation and creativity in your company and how to turn ideas into successful products and services.,"Innovation & Creativity Management,隨堂模式,,",商管
3554,course-v1:365DX+131000110+2015_T2,2015-10-01 08:00:00,2016-01-16 00:00:00,0,,大學計算機——計算思維的視角（2015秋）,全面培養學生的計算科學修養，信息素養，培養學生良好的計算思維能力，提高學生的計算機應用水平和計算機問題求解能力。,"大學計算機——計算思維的視角（2015秋）,隨堂模式,,",科學
11428,course-v1:CQU+TSJYHG00017+2017_T1,2017-05-01 00:00:00,2020-05-01 00:00:00,0,,中國古代思想與文化（通識教育）,,"中國古代思想與文化（通識教育）,隨堂模式,重慶大學,",科學
10975,course-v1:SDJTU+240113A+2016_T2,2017-03-01 08:00:00,2017-07-01 00:00:00,0,,刑事訴訟法學,,"刑事訴訟法學,隨堂模式,,",程式
4542,course-v1:TsinghuaX+70240183X+2016_T11,2016-03-29 08:00:00,2016-07-12 23:30:00,0,computer,計算幾何（2016春）,體味幾何之趣，領悟算法之美,"計算幾何（2016春）,隨堂模式,清華大學,計算機",程式
3408,course-v1:myvtc+01030132X+2015_T2,2015-09-01 00:00:00,2015-12-01 00:00:00,0,,大學歷史與文化,"相信你渴望上大學, 但你瞭解大學的前世今生嗎? 也許你正在讀大學, 但你深入思
考過大學的意義嗎？ 甚至你讀過了大學，但你真正理解大學的價值嗎？--這門課程就是爲你開的!","大學歷史與文化,隨堂模式,綿陽職業技術學院,",商管
3797,course-v1:CIE+SHC001+2015_T2,2015-09-07 08:00:00,2016-12-30 00:00:00,0,,社會創新與創業,通過對社會創新領域專業與通識內容的廣泛學習、探索與實踐，全面多角度地瞭解和掌握社會創新的基本理論與方法。,"社會創新與創業,隨堂模式,中國創業學院,",商管
8637,course-v1:TsinghuaX+90640012X_p4+sp,2016-12-01 08:00:00,,1,foreign language,生活英語之文化差異（微慕課）,本課程源自於《生活英語讀寫》。,"生活英語之文化差異（微慕課）,自主模式,清華大學,外語",程式
777,ThtfSEM/THTF_2_01/2015_04,2015-04-13 08:00:00,2015-05-14 00:00:00,0,,經營活動與財務報表,會計系統作爲企業的信息系統，實際上反映了企業的經濟活動；財務報告是會計系統的重要產品。在本課程中，我們將介紹基於財務報告進行企業分析的思路框架、所必須的各種分析工具，以及如何將這些工具應用於各種不同的商業決策中。,"經營活動與財務報表,隨堂模式,,",商管
8209,course-v1:Microsoft+CLD216x+3T2016,2016-10-03 08:00:00,2016-12-31 08:00:00,0,,Microsoft SharePoint Online Administration for the IT Professional,"Learn the skills to implement and administer a SharePoint Online solution, one of the hottest features in Office 365, for your organization or clients.","Microsoft SharePoint Online Administration for the IT Professional,隨堂模式,微軟,",程式
8633,course-v1:TsinghuaX+20220332X_p1+sp,2016-12-01 12:00:00,,1,foreign language,日語與日本文化-入門課（微慕課）,本課程源自於《日語與日本文化》。,"日語與日本文化-入門課（微慕課）,自主模式,清華大學,外語",程式
7433,course-v1:XJTUMOOC+MACH2408+2016_T2,2016-09-05 08:00:00,2017-01-13 08:00:00,0,,機械設計基礎,本課程是研究機械共性問題的一門工程科學課，主要內容包括機械運動方案設計、機械工作能力設計等。,"機械設計基礎,隨堂模式,,",程式
12313,course-v1:CPVS+CPVS-homework_shuziyingxiang+20170712,2017-07-12 12:00:00,2017-08-31 23:30:00,0,,計算機系-數字影像技術專業-15級1班16級1班暑假作業,,"計算機系-數字影像技術專業-15級1班16級1班暑假作業,隨堂模式,北京市昌平職業學校,",攝影
10677,course-v1:Microsoft+DAT101x+2T2017,2017-04-01 08:00:00,2017-06-30 08:00:00,0,,Data Science Orientation,Get started on your Data Science journey.,"Data Science Orientation,隨堂模式,微軟,",程式
7272,course-v1:TsinghuaX+00612643X+2016_T2,2016-10-10 09:00:00,2016-12-31 00:30:00,0,literature,大唐興衰,隋唐五代史是史學名著《資治通鑑》中分量最重、史料價值最高的部分。通過老師導讀，同學們可深入經典文本內部，縱覽大唐興衰，汲取人生智慧。,"大唐興衰,隨堂模式,清華大學,文學,歷史",商管
